Model,GPCR,AgonistRank,unseen,class
RF-AA,cml1_human,9,True,Class A (Rhodopsin)
RF-AA,ssr2_human,2,True,Class A (Rhodopsin)
RF-AA,ednra_human,6,True,Class A (Rhodopsin)
RF-AA,npy1r_human,1,True,Class A (Rhodopsin)
RF-AA,pkr1_human,9,True,Class A (Rhodopsin)
RF-AA,npy2r_human,2,True,Class A (Rhodopsin)
RF-AA,ccr10_human,1,True,Class A (Rhodopsin)
RF-AA,v2r_human,3,False,Class A (Rhodopsin)
RF-AA,npy4r_human,1,True,Class A (Rhodopsin)
RF-AA,npsr1_human,5,True,Class A (Rhodopsin)
RF-AA,nmbr_human,1,True,Class A (Rhodopsin)
RF-AA,ntr2_human,1,True,Class A (Rhodopsin)
RF-AA,nk2r_human,1,True,Class A (Rhodopsin)
RF-AA,mrgx2_human,5,True,Class A (Rhodopsin)
RF-AA,ackr2_human,1,True,Class A (Rhodopsin)
RF-AA,apj_human,2,False,Class A (Rhodopsin)
RF-AA,ssr5_human,4,True,Class A (Rhodopsin)
RF-AA,ccr6_human,8,False,Class A (Rhodopsin)
RF-AA,ackr1_human,3,True,Class A (Rhodopsin)
RF-AA,oprk_human,6,True,Class A (Rhodopsin)
RF-AA,bkrb2_human,1,True,Class A (Rhodopsin)
RF-AA,galr3_human,11,True,Class A (Rhodopsin)
RF-AA,nmur1_human,5,True,Class A (Rhodopsin)
RF-AA,grpr_human,6,True,Class A (Rhodopsin)
RF-AA,cxcr5_human,3,True,Class A (Rhodopsin)
RF-AA,ccr2_human,2,True,Class A (Rhodopsin)
RF-AA,ntr1_human,2,False,Class A (Rhodopsin)
RF-AA,ox1r_human,10,True,Class A (Rhodopsin)
RF-AA,nmur2_human,6,True,Class A (Rhodopsin)
RF-AA,kissr_human,2,True,Class A (Rhodopsin)
RF-AA,oxyr_human,4,True,Class A (Rhodopsin)
RF-AA,ssr4_human,4,True,Class A (Rhodopsin)
RF-AA,mtlr_human,3,True,Class A (Rhodopsin)
RF-AA,ednrb_human,2,False,Class A (Rhodopsin)
RF-AA,oprm_human,7,True,Class A (Rhodopsin)
RF-AA,ssr1_human,4,True,Class A (Rhodopsin)
RF-AA,galr2_human,4,True,Class A (Rhodopsin)
RF-AA,nk1r_human,2,True,Class A (Rhodopsin)
RF-AA,qrfpr_human,1,True,Class A (Rhodopsin)
RF-AA,hrh4_human,10,True,Class A (Rhodopsin)
RF-AA,cckar_human,1,False,Class A (Rhodopsin)
RF-AA,mchr1_human,7,True,Class A (Rhodopsin)
RF-AA,ur2r_human,2,True,Class A (Rhodopsin)
RF-AA,v1ar_human,2,True,Class A (Rhodopsin)
RF-AA,fshr_human,1,True,Class A (Rhodopsin)
RF-AA,npff1_human,1,True,Class A (Rhodopsin)
RF-AA,ox2r_human,7,False,Class A (Rhodopsin)
RF-AA,ssr3_human,4,True,Class A (Rhodopsin)
RF-AA,gpr39_human,9,True,Class A (Rhodopsin)
RF-AA,gasr_human,2,True,Class A (Rhodopsin)
RF-AA,v1br_human,1,True,Class A (Rhodopsin)
RF-AA,rl3r1_human,4,True,Class A (Rhodopsin)
RF-AA,nk3r_human,1,True,Class A (Rhodopsin)
RF-AA,npy5r_human,2,True,Class A (Rhodopsin)
RF-AA,g37l1_human,7,True,Class A (Rhodopsin)
RF-AA,lgr5_human,10,True,Class A (Rhodopsin)
RF-AA,c3ar_human,10,False,Class A (Rhodopsin)
RF-AA,lgr6_human,10,True,Class A (Rhodopsin)
RF-AA,lgr4_human,10,True,Class A (Rhodopsin)
RF-AA,npff2_human,1,True,Class A (Rhodopsin)
RF-AA,gpr75_human,10,True,Class A (Rhodopsin)
RF-AA,gpr37_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr7_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,ssr5_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,npy4r_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,ssr1_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,ssr2_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,oprd_human,9,False,Class A (Rhodopsin)
RF-AA RIA energy,ntr1_human,3,False,Class A (Rhodopsin)
RF-AA RIA energy,ednrb_human,3,False,Class A (Rhodopsin)
RF-AA RIA energy,gpr37_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,c3ar_human,9,False,Class A (Rhodopsin)
RF-AA RIA energy,nk3r_human,8,True,Class A (Rhodopsin)
RF-AA RIA energy,bkrb2_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr8_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,oprm_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr2_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,ssr4_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,npff1_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,ackr3_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,cml1_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr6_human,7,False,Class A (Rhodopsin)
RF-AA RIA energy,ntr2_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,oprx_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,bkrb1_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,mchr2_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,ackr4_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr5_human,1,False,Class A (Rhodopsin)
RF-AA RIA energy,agtr1_human,4,False,Class A (Rhodopsin)
RF-AA RIA energy,npff2_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,oxyr_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,fpr2_human,7,False,Class A (Rhodopsin)
RF-AA RIA energy,cxcr4_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,npy1r_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,par4_human,11,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr4_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr1_human,11,True,Class A (Rhodopsin)
RF-AA RIA energy,gasr_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,v2r_human,3,False,Class A (Rhodopsin)
RF-AA RIA energy,ccr10_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,fpr3_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,xcr1_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,v1ar_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,c5ar2_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,npy5r_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,cxcr5_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,cxcr1_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,cx3c1_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,apj_human,1,False,Class A (Rhodopsin)
RF-AA RIA energy,ccr3_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,gpr75_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,ackr2_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,ox2r_human,1,False,Class A (Rhodopsin)
RF-AA RIA energy,v1br_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,npy2r_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,ackr1_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,qrfpr_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,mchr1_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,mshr_human,7,False,Class A (Rhodopsin)
RF-AA RIA energy,mtlr_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,galr1_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,cxcr2_human,7,False,Class A (Rhodopsin)
RF-AA RIA energy,oprk_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,cxcr3_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,cckar_human,2,False,Class A (Rhodopsin)
RF-AA RIA energy,mrgx1_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,ur2r_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,npbw1_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,g37l1_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,fpr1_human,11,True,Class A (Rhodopsin)
RF-AA RIA energy,ednra_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,ox1r_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,ghsr_human,2,False,Class A (Rhodopsin)
RF-AA RIA energy,nmur2_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,pkr1_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,cxcr6_human,8,True,Class A (Rhodopsin)
RF-AA RIA energy,gnrhr_human,5,True,Class A (Rhodopsin)
RF-AA RIA energy,mc3r_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,cml2_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,fshr_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,galr3_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,agtr2_human,4,False,Class A (Rhodopsin)
RF-AA RIA energy,pkr2_human,11,True,Class A (Rhodopsin)
RF-AA RIA energy,mc5r_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,mc4r_human,7,False,Class A (Rhodopsin)
RF-AA RIA energy,npsr1_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,galr2_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,ccr9_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,prlhr_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,hrh4_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,mrgx2_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,c5ar1_human,6,True,Class A (Rhodopsin)
RF-AA RIA energy,acthr_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,ssr3_human,9,True,Class A (Rhodopsin)
RF-AA RIA energy,npbw2_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,gpr39_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,rl3r1_human,7,True,Class A (Rhodopsin)
RF-AA RIA energy,kissr_human,1,True,Class A (Rhodopsin)
RF-AA RIA energy,nk2r_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,nmur1_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,nk1r_human,10,True,Class A (Rhodopsin)
RF-AA RIA energy,nmbr_human,8,True,Class A (Rhodopsin)
RF-AA RIA energy,grpr_human,3,True,Class A (Rhodopsin)
RF-AA RIA energy,lgr6_human,4,True,Class A (Rhodopsin)
RF-AA RIA energy,lgr4_human,2,True,Class A (Rhodopsin)
RF-AA RIA energy,lgr5_human,9,True,Class A (Rhodopsin)
Peptriever,galr1_human,1,True,Class A (Rhodopsin)
Peptriever,ur2r_human,8,True,Class A (Rhodopsin)
Peptriever,bkrb2_human,6,True,Class A (Rhodopsin)
Peptriever,agtr1_human,2,False,Class A (Rhodopsin)
Peptriever,npbw2_human,1,True,Class A (Rhodopsin)
Peptriever,gnrhr_human,3,True,Class A (Rhodopsin)
Peptriever,bkrb1_human,6,True,Class A (Rhodopsin)
Peptriever,npbw1_human,3,True,Class A (Rhodopsin)
Peptriever,fpr3_human,1,True,Class A (Rhodopsin)
Peptriever,mc5r_human,1,True,Class A (Rhodopsin)
Peptriever,mrgx1_human,5,True,Class A (Rhodopsin)
Peptriever,ssr5_human,8,True,Class A (Rhodopsin)
Peptriever,fpr2_human,2,False,Class A (Rhodopsin)
Peptriever,mshr_human,1,False,Class A (Rhodopsin)
Peptriever,oprk_human,3,True,Class A (Rhodopsin)
Peptriever,nk1r_human,4,True,Class A (Rhodopsin)
Peptriever,mc4r_human,6,False,Class A (Rhodopsin)
Peptriever,agtr2_human,2,False,Class A (Rhodopsin)
Peptriever,fshr_human,5,True,Class A (Rhodopsin)
Peptriever,mrgx2_human,2,True,Class A (Rhodopsin)
Peptriever,apj_human,6,False,Class A (Rhodopsin)
Peptriever,nk3r_human,4,True,Class A (Rhodopsin)
Peptriever,ssr1_human,7,True,Class A (Rhodopsin)
Peptriever,nk2r_human,2,True,Class A (Rhodopsin)
Peptriever,galr2_human,5,True,Class A (Rhodopsin)
Peptriever,mc3r_human,3,True,Class A (Rhodopsin)
Peptriever,oprx_human,3,True,Class A (Rhodopsin)
Peptriever,mchr2_human,4,True,Class A (Rhodopsin)
Peptriever,oprd_human,4,False,Class A (Rhodopsin)
Peptriever,ssr3_human,7,True,Class A (Rhodopsin)
Peptriever,mchr1_human,1,True,Class A (Rhodopsin)
Peptriever,ssr4_human,6,True,Class A (Rhodopsin)
Peptriever,prlhr_human,3,True,Class A (Rhodopsin)
Peptriever,ssr2_human,4,True,Class A (Rhodopsin)
AF2 RIA energy (no templates),calrl_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),calcr_human,1,True,Class B1 (Secretin)
AF2 RIA energy (no templates),pth1r_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),glr_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),glp2r_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),glp1r_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),sctr_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),vipr2_human,4,True,Class B1 (Secretin)
AF2 RIA energy (no templates),pth2r_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),gipr_human,4,True,Class B1 (Secretin)
AF2 RIA energy (no templates),vipr1_human,2,False,Class B1 (Secretin)
AF2 RIA energy (no templates),pacr_human,2,False,Class B1 (Secretin)
AF2 RIA energy (no templates),ghrhr_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),crfr1_human,1,False,Class B1 (Secretin)
AF2 RIA energy (no templates),crfr2_human,1,False,Class B1 (Secretin)
AF2 (no templates),glr_human,1,False,Class B1 (Secretin)
AF2 (no templates),pth1r_human,1,False,Class B1 (Secretin)
AF2 (no templates),calrl_human,1,False,Class B1 (Secretin)
AF2 (no templates),glp1r_human,1,False,Class B1 (Secretin)
AF2 (no templates),glp2r_human,2,False,Class B1 (Secretin)
AF2 (no templates),pacr_human,1,False,Class B1 (Secretin)
AF2 (no templates),ghrhr_human,5,False,Class B1 (Secretin)
AF2 (no templates),vipr1_human,1,False,Class B1 (Secretin)
AF2 (no templates),sctr_human,4,False,Class B1 (Secretin)
AF2 (no templates),vipr2_human,1,True,Class B1 (Secretin)
AF2 (no templates),gipr_human,5,True,Class B1 (Secretin)
AF2 (no templates),pth2r_human,1,False,Class B1 (Secretin)
AF2 (no templates),calcr_human,1,True,Class B1 (Secretin)
AF2 (no templates),crfr2_human,1,False,Class B1 (Secretin)
AF2 (no templates),crfr1_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),glr_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),pth1r_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),glp2r_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),glp1r_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),gipr_human,1,True,Class B1 (Secretin)
AF2 LIS (no templates),calrl_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),vipr1_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),pth2r_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),sctr_human,5,False,Class B1 (Secretin)
AF2 LIS (no templates),calcr_human,1,True,Class B1 (Secretin)
AF2 LIS (no templates),pacr_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),vipr2_human,2,True,Class B1 (Secretin)
AF2 LIS (no templates),crfr2_human,1,False,Class B1 (Secretin)
AF2 LIS (no templates),ghrhr_human,3,False,Class B1 (Secretin)
AF2 LIS (no templates),crfr1_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),vipr1_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),ghrhr_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),pth1r_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),glp2r_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),calrl_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),glp1r_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),glr_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),pacr_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),crfr2_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),sctr_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),crfr1_human,1,False,Class B1 (Secretin)
AF2 RIA sc (no templates),calcr_human,1,True,Class B1 (Secretin)
AF2 RIA sc (no templates),vipr2_human,3,True,Class B1 (Secretin)
AF2 RIA sc (no templates),gipr_human,5,True,Class B1 (Secretin)
AF2 RIA sc (no templates),pth2r_human,1,False,Class B1 (Secretin)
RF-AA APPRAISE,ghrhr_human,1,False,Class B1 (Secretin)
RF-AA APPRAISE,glp1r_human,1,False,Class B1 (Secretin)
RF-AA APPRAISE,calrl_human,10,False,Class B1 (Secretin)
RF-AA APPRAISE,glp2r_human,4,False,Class B1 (Secretin)
RF-AA APPRAISE,crfr2_human,11,False,Class B1 (Secretin)
RF-AA APPRAISE,pacr_human,1,False,Class B1 (Secretin)
RF-AA APPRAISE,pth1r_human,7,False,Class B1 (Secretin)
RF-AA APPRAISE,pth2r_human,5,False,Class B1 (Secretin)
RF-AA APPRAISE,sctr_human,3,False,Class B1 (Secretin)
RF-AA APPRAISE,glr_human,10,False,Class B1 (Secretin)
RF-AA APPRAISE,vipr1_human,4,False,Class B1 (Secretin)
RF-AA APPRAISE,gipr_human,7,True,Class B1 (Secretin)
RF-AA APPRAISE,crfr1_human,10,False,Class B1 (Secretin)
RF-AA APPRAISE,calcr_human,4,True,Class B1 (Secretin)
RF-AA APPRAISE,vipr2_human,4,True,Class B1 (Secretin)
AF2 APPRAISE (no templates),pth1r_human,1,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),pth2r_human,1,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),gipr_human,3,True,Class B1 (Secretin)
AF2 APPRAISE (no templates),glp2r_human,1,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),glp1r_human,3,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),glr_human,2,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),vipr1_human,2,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),pacr_human,3,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),sctr_human,3,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),calcr_human,1,True,Class B1 (Secretin)
AF2 APPRAISE (no templates),calrl_human,1,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),crfr1_human,1,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),ghrhr_human,7,False,Class B1 (Secretin)
AF2 APPRAISE (no templates),vipr2_human,2,True,Class B1 (Secretin)
AF2 APPRAISE (no templates),crfr2_human,3,False,Class B1 (Secretin)
RF-AA RIA sc,glp1r_human,4,False,Class B1 (Secretin)
RF-AA RIA sc,ghrhr_human,2,False,Class B1 (Secretin)
RF-AA RIA sc,gipr_human,3,True,Class B1 (Secretin)
RF-AA RIA sc,sctr_human,3,False,Class B1 (Secretin)
RF-AA RIA sc,glr_human,9,False,Class B1 (Secretin)
RF-AA RIA sc,calcr_human,2,True,Class B1 (Secretin)
RF-AA RIA sc,pacr_human,2,False,Class B1 (Secretin)
RF-AA RIA sc,pth2r_human,1,False,Class B1 (Secretin)
RF-AA RIA sc,vipr2_human,1,True,Class B1 (Secretin)
RF-AA RIA sc,pth1r_human,7,False,Class B1 (Secretin)
RF-AA RIA sc,crfr1_human,1,False,Class B1 (Secretin)
RF-AA RIA sc,crfr2_human,8,False,Class B1 (Secretin)
RF-AA RIA sc,glp2r_human,4,False,Class B1 (Secretin)
RF-AA RIA sc,vipr1_human,8,False,Class B1 (Secretin)
RF-AA RIA sc,calrl_human,7,False,Class B1 (Secretin)
RF-AA,ghrhr_human,4,False,Class B1 (Secretin)
RF-AA,sctr_human,2,False,Class B1 (Secretin)
RF-AA,glr_human,7,False,Class B1 (Secretin)
RF-AA,gipr_human,3,True,Class B1 (Secretin)
RF-AA,vipr2_human,1,True,Class B1 (Secretin)
RF-AA,glp1r_human,3,False,Class B1 (Secretin)
RF-AA,vipr1_human,2,False,Class B1 (Secretin)
RF-AA,calcr_human,9,True,Class B1 (Secretin)
RF-AA,pacr_human,1,False,Class B1 (Secretin)
RF-AA,calrl_human,6,False,Class B1 (Secretin)
RF-AA,crfr2_human,8,False,Class B1 (Secretin)
RF-AA,crfr1_human,9,False,Class B1 (Secretin)
RF-AA,pth2r_human,1,False,Class B1 (Secretin)
RF-AA,glp2r_human,6,False,Class B1 (Secretin)
RF-AA,pth1r_human,5,False,Class B1 (Secretin)
RF-AA RIA energy,glp2r_human,6,False,Class B1 (Secretin)
RF-AA RIA energy,pth1r_human,11,False,Class B1 (Secretin)
RF-AA RIA energy,ghrhr_human,2,False,Class B1 (Secretin)
RF-AA RIA energy,glr_human,7,False,Class B1 (Secretin)
RF-AA RIA energy,gipr_human,4,True,Class B1 (Secretin)
RF-AA RIA energy,sctr_human,1,False,Class B1 (Secretin)
RF-AA RIA energy,vipr2_human,2,True,Class B1 (Secretin)
RF-AA RIA energy,calcr_human,4,True,Class B1 (Secretin)
RF-AA RIA energy,crfr2_human,8,False,Class B1 (Secretin)
RF-AA RIA energy,pacr_human,4,False,Class B1 (Secretin)
RF-AA RIA energy,crfr1_human,5,False,Class B1 (Secretin)
RF-AA RIA energy,pth2r_human,1,False,Class B1 (Secretin)
RF-AA RIA energy,glp1r_human,1,False,Class B1 (Secretin)
RF-AA RIA energy,vipr1_human,5,False,Class B1 (Secretin)
RF-AA RIA energy,calrl_human,8,False,Class B1 (Secretin)
Peptriever,sctr_human,3,False,Class B1 (Secretin)
Peptriever,glr_human,2,False,Class B1 (Secretin)
Peptriever,vipr2_human,1,True,Class B1 (Secretin)
Peptriever,glp1r_human,4,False,Class B1 (Secretin)
Peptriever,vipr1_human,1,False,Class B1 (Secretin)
Peptriever,pacr_human,2,False,Class B1 (Secretin)
AF2 RIA energy (no templates),fzd6_human,1,True,Class F (Frizzled)
AF2 RIA energy (no templates),fzd1_human,1,True,Class F (Frizzled)
AF2 RIA energy (no templates),fzd2_human,1,True,Class F (Frizzled)
AF2 (no templates),fzd1_human,2,True,Class F (Frizzled)
AF2 (no templates),fzd2_human,1,True,Class F (Frizzled)
AF2 (no templates),fzd6_human,1,True,Class F (Frizzled)
AF2 LIS (no templates),fzd2_human,1,True,Class F (Frizzled)
AF2 LIS (no templates),fzd6_human,1,True,Class F (Frizzled)
AF2 LIS (no templates),fzd1_human,1,True,Class F (Frizzled)
AF2 RIA sc (no templates),fzd1_human,1,True,Class F (Frizzled)
AF2 RIA sc (no templates),fzd2_human,1,True,Class F (Frizzled)
AF2 RIA sc (no templates),fzd6_human,1,True,Class F (Frizzled)
RF-AA APPRAISE,fzd1_human,1,True,Class F (Frizzled)
RF-AA APPRAISE,fzd6_human,1,True,Class F (Frizzled)
RF-AA APPRAISE,fzd2_human,3,True,Class F (Frizzled)
AF2 APPRAISE (no templates),fzd6_human,1,True,Class F (Frizzled)
AF2 APPRAISE (no templates),fzd2_human,2,True,Class F (Frizzled)
AF2 APPRAISE (no templates),fzd1_human,1,True,Class F (Frizzled)
RF-AA RIA sc,fzd2_human,11,True,Class F (Frizzled)
RF-AA RIA sc,fzd1_human,8,True,Class F (Frizzled)
RF-AA RIA sc,fzd6_human,10,True,Class F (Frizzled)
RF-AA,fzd2_human,10,True,Class F (Frizzled)
RF-AA,fzd1_human,11,True,Class F (Frizzled)
RF-AA,fzd6_human,11,True,Class F (Frizzled)
RF-AA RIA energy,fzd1_human,10,True,Class F (Frizzled)
RF-AA RIA energy,fzd2_human,8,True,Class F (Frizzled)
RF-AA RIA energy,fzd6_human,10,True,Class F (Frizzled)
